recording_id,endpoint,event_id,event_onset,event_end,event_subtype,label,kind
v2_harsh_13001,590,v2_harsh_13001_event588,588,596,RECOVERED_FALL,1,fall
v2_harsh_13002,4323,v2_harsh_13002_event4321,4321,4326,FALL,1,fall
v2_harsh_13001,2034,v2_harsh_13001_event2032,2032,2036,FALL,1,fall
v2_harsh_13002,4132,v2_harsh_13002_event4130,4130,4134,FALL,1,fall
v2_harsh_13001,5231,v2_harsh_13001_event5229,5229,5239,RECOVERED_FALL,1,fall
v2_harsh_13002,3190,v2_harsh_13002_event3188,3188,3192,FALL,1,fall
v2_harsh_13001,3952,v2_harsh_13001_event3950,3950,3961,FALL,1,fall
v2_harsh_13002,4675,v2_harsh_13002_event4673,4673,4679,FALL,1,fall
v2_harsh_13001,4183,v2_harsh_13001_event4181,4181,4189,FALL,1,fall
v2_harsh_13002,1558,v2_harsh_13002_event1556,1556,1566,FALL,1,fall
v2_harsh_13001,1136,v2_harsh_13001_event1134,1134,1143,FALL,1,fall
v2_harsh_13002,367,v2_harsh_13002_event365,365,371,RECOVERED_FALL,1,fall
v2_harsh_13001,2932,v2_harsh_13001_event2930,2930,2946,RECOVERED_FALL,1,fall
v2_harsh_13002,4071,v2_harsh_13002_event4069,4069,4074,FALL,1,fall
v2_harsh_13001,3503,v2_harsh_13001_event3500,3500,3502,NEAR_FALL,0,near_fall
v2_harsh_13002,1295,v2_harsh_13002_event1293,1293,1294,NEAR_FALL,0,near_fall
v2_harsh_13001,263,v2_harsh_13001_event260,260,262,NEAR_FALL,0,near_fall
v2_harsh_13002,266,v2_harsh_13002_event263,263,265,NEAR_FALL,0,near_fall
v2_harsh_13001,3641,v2_harsh_13001_event3639,3639,3640,NEAR_FALL,0,near_fall
v2_harsh_13002,1023,v2_harsh_13002_event1020,1020,1022,NEAR_FALL,0,near_fall
v2_harsh_13001,1433,v2_harsh_13001_event1430,1430,1432,NEAR_FALL,0,near_fall
v2_harsh_13002,4033,v2_harsh_13002_event4031,4031,4032,NEAR_FALL,0,near_fall
v2_harsh_13001,4612,v2_harsh_13001_event4610,4610,4611,NEAR_FALL,0,near_fall
v2_harsh_13002,1668,v2_harsh_13002_event1665,1665,1667,NEAR_FALL,0,near_fall
v2_harsh_13001,1438,v2_harsh_13001_event1436,1436,1437,NEAR_FALL,0,near_fall
v2_harsh_13002,3011,v2_harsh_13002_event3008,3008,3010,NEAR_FALL,0,near_fall
v2_harsh_13001,2659,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,1571,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,4643,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,1699,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,2339,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,2851,,-1,-1,WALKING,0,adl
v2_harsh_13001,355,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,5091,,-1,-1,WALKING,0,adl
v2_harsh_13001,2915,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,611,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,4579,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,2019,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,483,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,5731,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,3555,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,2531,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,5347,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,4963,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,5987,,-1,-1,WALKING,0,adl
v2_harsh_13002,2147,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,1251,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,4899,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,3235,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,4387,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,2019,,-1,-1,WALKING,0,adl
v2_harsh_13002,2659,,-1,-1,STATIONARY,0,adl
v2_harsh_13001,3107,,-1,-1,TRANSITION,0,adl
v2_harsh_13002,867,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,739,,-1,-1,WALKING,0,adl
v2_harsh_13002,4003,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,291,,-1,-1,WALKING,0,adl
v2_harsh_13002,4515,,-1,-1,TRANSITION,0,adl
v2_harsh_13001,611,,-1,-1,WALKING,0,adl
v2_harsh_13002,5411,,-1,-1,WALKING,0,adl
v2_harsh_13001,2275,,-1,-1,STATIONARY,0,adl
v2_harsh_13002,995,,-1,-1,WALKING,0,adl
v2_standard_14001,5979,v2_standard_14001_event5977,5977,5991,RECOVERED_FALL,1,fall
v2_standard_14002,2744,v2_standard_14002_event2742,2742,2754,FALL,1,fall
v2_standard_14001,4673,v2_standard_14001_event4671,4671,4675,RECOVERED_FALL,1,fall
v2_standard_14002,4023,v2_standard_14002_event4021,4021,4024,RECOVERED_FALL,1,fall
v2_standard_14001,2030,v2_standard_14001_event2028,2028,2033,FALL,1,fall
v2_standard_14002,4483,v2_standard_14002_event4481,4481,4495,FALL,1,fall
v2_standard_14001,2164,v2_standard_14001_event2162,2162,2165,FALL,1,fall
v2_standard_14002,1712,v2_standard_14002_event1710,1710,1715,FALL,1,fall
v2_standard_14001,1396,v2_standard_14001_event1394,1394,1399,FALL,1,fall
v2_standard_14002,2364,v2_standard_14002_event2362,2362,2366,FALL,1,fall
v2_standard_14001,4843,v2_standard_14001_event4841,4841,4848,FALL,1,fall
v2_standard_14002,5911,v2_standard_14002_event5909,5909,5915,FALL,1,fall
v2_standard_14001,3734,v2_standard_14001_event3732,3732,3735,RECOVERED_FALL,1,fall
v2_standard_14002,1992,v2_standard_14002_event1990,1990,2007,FALL,1,fall
v2_standard_14001,839,v2_standard_14001_event837,837,849,RECOVERED_FALL,1,fall
v2_standard_14002,4117,v2_standard_14002_event4115,4115,4123,FALL,1,fall
v2_standard_14001,3468,v2_standard_14001_event3466,3466,3471,RECOVERED_FALL,1,fall
v2_standard_14002,2158,v2_standard_14002_event2156,2156,2165,FALL,1,fall
v2_standard_14001,5481,v2_standard_14001_event5479,5479,5482,FALL,1,fall
v2_standard_14002,2691,v2_standard_14002_event2689,2689,2702,RECOVERED_FALL,1,fall
v2_standard_14001,2769,v2_standard_14001_event2767,2767,2771,FALL,1,fall
v2_standard_14002,4974,v2_standard_14002_event4972,4972,4975,RECOVERED_FALL,1,fall
v2_standard_14001,5852,v2_standard_14001_event5850,5850,5856,FALL,1,fall
v2_standard_14002,1847,v2_standard_14002_event1845,1845,1852,RECOVERED_FALL,1,fall
v2_standard_14001,2366,v2_standard_14001_event2364,2364,2365,NEAR_FALL,0,near_fall
v2_standard_14002,184,v2_standard_14002_event182,182,183,NEAR_FALL,0,near_fall
v2_standard_14001,4260,v2_standard_14001_event4257,4257,4259,NEAR_FALL,0,near_fall
v2_standard_14002,1450,v2_standard_14002_event1448,1448,1449,NEAR_FALL,0,near_fall
v2_standard_14001,2645,v2_standard_14001_event2642,2642,2644,NEAR_FALL,0,near_fall
v2_standard_14002,2729,v2_standard_14002_event2727,2727,2728,NEAR_FALL,0,near_fall
v2_standard_14001,1084,v2_standard_14001_event1082,1082,1083,NEAR_FALL,0,near_fall
v2_standard_14002,2141,v2_standard_14002_event2139,2139,2140,NEAR_FALL,0,near_fall
v2_standard_14001,4426,v2_standard_14001_event4423,4423,4425,NEAR_FALL,0,near_fall
v2_standard_14002,3160,v2_standard_14002_event3158,3158,3159,NEAR_FALL,0,near_fall
v2_standard_14001,950,v2_standard_14001_event948,948,949,NEAR_FALL,0,near_fall
v2_standard_14002,5623,v2_standard_14002_event5621,5621,5622,NEAR_FALL,0,near_fall
v2_standard_14001,4515,,-1,-1,WALKING,0,adl
v2_standard_14002,4323,,-1,-1,TRANSITION,0,adl
v2_standard_14001,1571,,-1,-1,WALKING,0,adl
v2_standard_14002,5283,,-1,-1,STATIONARY,0,adl
v2_standard_14001,3171,,-1,-1,TRANSITION,0,adl
v2_standard_14002,4899,,-1,-1,STATIONARY,0,adl
v2_standard_14001,291,,-1,-1,TRANSITION,0,adl
v2_standard_14002,931,,-1,-1,STATIONARY,0,adl
v2_standard_14001,995,,-1,-1,STATIONARY,0,adl
v2_standard_14002,2019,,-1,-1,STATIONARY,0,adl
v2_standard_14001,5347,,-1,-1,TRANSITION,0,adl
v2_standard_14002,1123,,-1,-1,TRANSITION,0,adl
v2_standard_14001,3235,,-1,-1,TRANSITION,0,adl
v2_standard_14002,803,,-1,-1,WALKING,0,adl
v2_standard_14001,4323,,-1,-1,STATIONARY,0,adl
v2_standard_14002,5219,,-1,-1,STATIONARY,0,adl
v2_standard_14001,1187,,-1,-1,TRANSITION,0,adl
v2_standard_14002,2851,,-1,-1,TRANSITION,0,adl
v2_standard_14001,3683,,-1,-1,TRANSITION,0,adl
v2_standard_14002,3555,,-1,-1,STATIONARY,0,adl
v2_standard_14001,1827,,-1,-1,WALKING,0,adl
v2_standard_14002,1315,,-1,-1,WALKING,0,adl
v2_standard_14001,547,,-1,-1,TRANSITION,0,adl
v2_standard_14002,4259,,-1,-1,TRANSITION,0,adl
v2_standard_14001,4835,,-1,-1,STATIONARY,0,adl
v2_standard_14002,1955,,-1,-1,STATIONARY,0,adl
v2_standard_14001,483,,-1,-1,STATIONARY,0,adl
v2_standard_14002,1891,,-1,-1,TRANSITION,0,adl
v2_standard_14001,611,,-1,-1,STATIONARY,0,adl
v2_standard_14002,3363,,-1,-1,STATIONARY,0,adl
v2_standard_14001,4451,,-1,-1,STATIONARY,0,adl
v2_standard_14002,3043,,-1,-1,STATIONARY,0,adl
v2_standard_14001,355,,-1,-1,STATIONARY,0,adl
v2_standard_14002,1251,,-1,-1,WALKING,0,adl
v2_standard_14001,739,,-1,-1,TRANSITION,0,adl
v2_standard_14002,4707,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,2748,v2_harsh_14001_event2746,2746,2751,FALL,1,fall
v2_harsh_14002,281,v2_harsh_14002_event279,279,285,RECOVERED_FALL,1,fall
v2_harsh_14001,615,v2_harsh_14001_event613,613,618,RECOVERED_FALL,1,fall
v2_harsh_14002,3076,v2_harsh_14002_event3074,3074,3079,RECOVERED_FALL,1,fall
v2_harsh_14001,4689,v2_harsh_14001_event4687,4687,4692,FALL,1,fall
v2_harsh_14002,619,v2_harsh_14002_event617,617,621,FALL,1,fall
v2_harsh_14001,4019,v2_harsh_14001_event4017,4017,4021,RECOVERED_FALL,1,fall
v2_harsh_14002,397,v2_harsh_14002_event395,395,404,FALL,1,fall
v2_harsh_14001,1318,v2_harsh_14001_event1316,1316,1325,FALL,1,fall
v2_harsh_14002,2154,v2_harsh_14002_event2152,2152,2163,RECOVERED_FALL,1,fall
v2_harsh_14001,4296,v2_harsh_14001_event4294,4294,4297,FALL,1,fall
v2_harsh_14002,3013,v2_harsh_14002_event3011,3011,3021,FALL,1,fall
v2_harsh_14001,5425,v2_harsh_14001_event5423,5423,5431,FALL,1,fall
v2_harsh_14002,2783,v2_harsh_14002_event2781,2781,2791,RECOVERED_FALL,1,fall
v2_harsh_14001,2830,v2_harsh_14001_event2828,2828,2832,FALL,1,fall
v2_harsh_14002,5250,v2_harsh_14002_event5248,5248,5259,FALL,1,fall
v2_harsh_14001,5232,v2_harsh_14001_event5230,5230,5236,RECOVERED_FALL,1,fall
v2_harsh_14002,2220,v2_harsh_14002_event2218,2218,2221,FALL,1,fall
v2_harsh_14001,5836,v2_harsh_14001_event5834,5834,5843,FALL,1,fall
v2_harsh_14002,5957,v2_harsh_14002_event5955,5955,5960,FALL,1,fall
v2_harsh_14001,5763,v2_harsh_14001_event5761,5761,5765,FALL,1,fall
v2_harsh_14002,5267,v2_harsh_14002_event5265,5265,5268,FALL,1,fall
v2_harsh_14001,5631,v2_harsh_14001_event5629,5629,5639,RECOVERED_FALL,1,fall
v2_harsh_14002,359,v2_harsh_14002_event357,357,360,FALL,1,fall
v2_harsh_14001,1543,v2_harsh_14001_event1541,1541,1542,NEAR_FALL,0,near_fall
v2_harsh_14002,2558,v2_harsh_14002_event2555,2555,2557,NEAR_FALL,0,near_fall
v2_harsh_14001,2535,v2_harsh_14001_event2532,2532,2534,NEAR_FALL,0,near_fall
v2_harsh_14002,1631,v2_harsh_14002_event1628,1628,1630,NEAR_FALL,0,near_fall
v2_harsh_14001,2507,v2_harsh_14001_event2505,2505,2506,NEAR_FALL,0,near_fall
v2_harsh_14002,5075,v2_harsh_14002_event5073,5073,5074,NEAR_FALL,0,near_fall
v2_harsh_14001,3590,v2_harsh_14001_event3587,3587,3589,NEAR_FALL,0,near_fall
v2_harsh_14002,2582,v2_harsh_14002_event2579,2579,2581,NEAR_FALL,0,near_fall
v2_harsh_14001,5562,v2_harsh_14001_event5559,5559,5561,NEAR_FALL,0,near_fall
v2_harsh_14002,5392,v2_harsh_14002_event5389,5389,5391,NEAR_FALL,0,near_fall
v2_harsh_14001,1879,v2_harsh_14001_event1876,1876,1878,NEAR_FALL,0,near_fall
v2_harsh_14002,3745,v2_harsh_14002_event3742,3742,3744,NEAR_FALL,0,near_fall
v2_harsh_14001,5987,,-1,-1,STATIONARY,0,adl
v2_harsh_14002,5027,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,739,,-1,-1,WALKING,0,adl
v2_harsh_14002,3171,,-1,-1,STATIONARY,0,adl
v2_harsh_14001,611,,-1,-1,STATIONARY,0,adl
v2_harsh_14002,291,,-1,-1,STATIONARY,0,adl
v2_harsh_14001,5027,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,3107,,-1,-1,WALKING,0,adl
v2_harsh_14001,3043,,-1,-1,WALKING,0,adl
v2_harsh_14002,5603,,-1,-1,STATIONARY,0,adl
v2_harsh_14001,2019,,-1,-1,STATIONARY,0,adl
v2_harsh_14002,1123,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,1123,,-1,-1,WALKING,0,adl
v2_harsh_14002,4387,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,5219,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,5987,,-1,-1,STATIONARY,0,adl
v2_harsh_14001,1699,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,4003,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,5667,,-1,-1,WALKING,0,adl
v2_harsh_14002,995,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,2595,,-1,-1,WALKING,0,adl
v2_harsh_14002,5155,,-1,-1,WALKING,0,adl
v2_harsh_14001,3939,,-1,-1,STATIONARY,0,adl
v2_harsh_14002,611,,-1,-1,WALKING,0,adl
v2_harsh_14001,3555,,-1,-1,WALKING,0,adl
v2_harsh_14002,5347,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,3619,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,4259,,-1,-1,WALKING,0,adl
v2_harsh_14001,3107,,-1,-1,STATIONARY,0,adl
v2_harsh_14002,3939,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,675,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,5411,,-1,-1,TRANSITION,0,adl
v2_harsh_14001,1635,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,2595,,-1,-1,STATIONARY,0,adl
v2_harsh_14001,5795,,-1,-1,TRANSITION,0,adl
v2_harsh_14002,3235,,-1,-1,STATIONARY,0,adl
